"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","305","","0.0462321566589144","0.0482778399969229","0.0639086783851646","","0.00501998635971102","","0.0726688458725434","0.00720255595830604","0.0642117833360254","","0.0298016804641414",""
"Blob_0","301","0.0239926716999783","","0.0480888411928953","0.060164688205646","","0.00494225109249932","","0.0685006914819046","0.0072982709876523","0.0645554313175371","","0.0301977160849273",""
"ClassDataShouldBePrivate_0","288","0.0226265174959595","0.0452436557650485","","0.062208182053072","","0.00426499327060445","","0.070781353254019","0.00504834175147986","0.0680020622134991","","0.0315608074359831",""
"ComplexClass_0","297","0.0237878651046446","0.0450992949650802","0.0471120709047495","","","0.00483160269324891","","0.0723428060579501","0.00721935349608072","0.0634378897226643","","0.0306044193318624",""
"LargeClass_0","308","","","","","","","","","","","","",""
"LazyClass_0","299","0.0241531577983059","0.0436879532604392","0.048981514737052","0.061591730418997","","","","0.0706908326646672","0.00751023429795392","0.0654544294491392","","0.0303997074968666",""
"LongMethod_0","308","","","","","","","","","","","","",""
"LongParameterList_0","290","0.0239027385575637","0.0443698405604261","0.0469014064335453","0.0632600154594234","","0.00484235946727228","","","0.00757510195614946","0.0647167292870529","","0.0307684340513671",""
"MessageChains_0","304","0.0232670495742841","0.0457700227426323","0.0463758246189353","0.0632559746189769","","0.00511673053820493","","0.0725343679461328","","0.0645834684384626","","0.0298997123077734",""
"RefusedParentBequest_0","289","0.0243401182757559","0.0475497048150104","0.0506763768386801","0.062713704943299","","0.00509395415322134","","0.0731657173012762","0.00777010399684506","","","0.0291447954148666",""
"SpaghettiCode_0","308","","","","","","","","","","","","",""
"SpeculativeGenerality_0","305","0.0238829317432573","0.0463121246717093","0.0488376160864871","0.0640686144107544","","0.0050999543725059","","0.0727701386887503","0.00736249198389581","0.0639189480891718","","",""
"SwissArmyKnife_0","308","","","","","","","","","","","","",""
"AntiSingleton_1","3","","0.00813008130081301","0.0569105691056911","0.016260162601626","","0.00813008130081301","","0.032520325203252","0.016260162601626","0.016260162601626","","0",""
"Blob_1","7","0.00892857142857143","","0.0601045296167247","0.204479463625805","","0.00969550068171489","","0.234692975811746","0.00696864111498258","0.028884225530567","","0",""
"ClassDataShouldBePrivate_1","20","0.0383928571428571","0.054751258226868","","0.0812485481997677","","0.0163584010840108","","0.0938264614789005","0.039581881533101","0.0024390243902439","","0",""
"ComplexClass_1","11","0.0199362041467305","0.0664279472947726","0.0821079861516319","","","0.0109545530653975","","0.0705223243203932","0.00921927879565877","0.0720291961510307","","0",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","9","0.00694444444444444","0.118055555555556","0.0277777777777778","0.125","","","","0.125","0","0.00694444444444444","","0",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","18","0.0195833333333333","0.0698857923526534","0.0718925022583559","0.0664179395581835","","0.0084001021169632","","","0.002710027100271","0.0480846062248501","","0.00925925925925926",""
"MessageChains_1","4","0.0527777777777778","0.0527777777777778","0.199305555555556","0.0777777777777778","","0","","0.0527777777777778","","0","","0",""
"RefusedParentBequest_1","19","0.0131578947368421","0.0201754385964912","0.0131578947368421","0.0745614035087719","","0.0043859649122807","","0.0587719298245614","0","","","0.0350877192982456",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","3","0","0","0","0","","0","","0.0222222222222222","0","0.046031746031746","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
