"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","652","","0.0495158654623462","0.0627681511511327","0.183045895968522","","0.00840711649500998","","0.135918043531431","","0.0206238845139336","","0.00230061349693252","0.0136896057097896"
"Blob_0","648","0.0233623829063527","","0.0624084411582497","0.183877350164412","","0.0083579687720221","","0.133995719321902","","0.0203958969383346","","0.00231481481481481","0.0124756843837896"
"ClassDataShouldBePrivate_0","629","0.0237110176809709","0.04858665354932","","0.185114152946814","","0.00858204550304162","","0.134616819441934","","0.0217358997268569","","0.00238473767885533","0.0132333403353433"
"ComplexClass_0","616","0.0239540727667975","0.0478192176561405","0.0632114430620804","","","0.008344170273365","","0.135587949681401","","0.0207769890973671","","0.00243506493506494","0.0138778639531412"
"LargeClass_0","660","","","","","","","","","","","","",""
"LazyClass_0","644","0.023545363924253","0.0483193751782345","0.0624535289530692","0.182369447471236","","","","0.137014925468231","","0.0210649383884043","","0.00232919254658385","0.0123068678925199"
"LongMethod_0","660","","","","","","","","","","","","",""
"LongParameterList_0","596","0.0225266253157829","0.0431916610199463","0.0592672884965883","0.177884920420101","","0.00879082177406412","","","","0.0194310397436438","","0.00251677852348993","0.0125539458118891"
"MessageChains_0","660","","","","","","","","","","","","",""
"RefusedParentBequest_0","646","0.0184406093608762","0.0471369787926204","0.0634866084652335","0.180117781382511","","0.00817560364511844","","0.136852773852361","","","","0.00232198142414861","0.0134316446361887"
"SpaghettiCode_0","660","","","","","","","","","","","","",""
"SpeculativeGenerality_0","657","0.0230794739227077","0.0493927107277266","0.0627398365993556","0.183914213785678","","0.00834313539535237","","0.136478209178253","","0.0211554850159295","","","0.0135854230179343"
"SwissArmyKnife_0","653","0.0232208489543935","0.0457553341046533","0.0627089763164862","0.18289854451501","","0.00808796317725346","","0.135205147332144","","0.020008913203878","","0.00229709035222052",""
"AntiSingleton_1","8","","0.0208333333333333","0.0369047619047619","0.185714285714286","","0","","0.130952380952381","","0.056547619047619","","0","0"
"Blob_1","12","0.00203252032520325","","0.06495023126923","0.139926295887602","","0.00545634920634921","","0.236413109126662","","0.0568843699520739","","0","0.0701149535072613"
"ClassDataShouldBePrivate_1","31","0.00803174986736357","0.0609679311481968","","0.141768911407881","","0.00268817204301075","","0.161038838746319","","0.00733137829912023","","0","0.0194145758661888"
"ComplexClass_1","44","0.00926148961072071","0.0680539289075874","0.0518596299894338","","","0.00775979696258334","","0.13963650969021","","0.025012008442899","","0","0.00856497108290509"
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","16","0","0.0833333333333333","0.0625","0.211607142857143","","","","0.0892857142857143","","0.0208333333333333","","0","0.0625"
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","64","0.0271460262345679","0.104824702816068","0.092137010965781","0.231441029481414","","0.00378297152194211","","","","0.0362227182539683","","0","0.0225542377952643"
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","14","0.232184337149494","0.142894474863116","0.0148373983739837","0.319682263149162","","0.0142857142857143","","0.0899493943919031","","","","0","0.0177700348432056"
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","3","0","0","0","0","","0","","0","","0","","","0"
"SwissArmyKnife_1","7","0","0.367539682539683","0.0387301587301587","0.19984126984127","","0.0285714285714286","","0.196746031746032","","0.119047619047619","","0",""
